imdb_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Rating_Internet_Movie_Database,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,_fetch_date,_poster_path,Rating_Rotten_Tomatoes,Rating_Metacritic
tt0116136,DragonHeart,1996,PG-13,31 May 1996,103 min,"Action, Adventure, Fantasy",Rob Cohen,"Patrick Read Johnson, Charles Edward Pogue","Dennis Quaid, Sean Connery, Dina Meyer","The young, sickly King Einon was wounded in a battle. In order for him to survive, he is healed by Draco, a dragon. Some years later, Bowen, a dragonslayer, encounters Draco. The two team up to form a travelling duo that perform an act, but the act is only known by themselves. Bowen supposedly ""slays"" Draco and then collects a reward from the town or village that he protects by killing the dragon who had been ""terrorizing"" them. From there, Bowen and Draco must save the entire kingdom from the rule of the now evil King Einon, who is part of Draco, and Draco a part of him.",English,United States,Nominated for 1 Oscar. 3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZDViYjIxNjgtMmEyNS00MmVlLTllOWMtMGU0NzEwZjU2ZTYzXkEyXkFqcGc@._V1_SX300.jpg,6.4/10,49,6.4,"104,775",tt0116136,movie,N/A,"$51,367,375",N/A,N/A,True,2026-02-23T00:11:24.790734,extra_data/posters/tt0116136.jpg,48%,49/100
tt0472160,Penelope,2006,PG,29 Feb 2008,104 min,"Comedy, Fantasy, Romance",Mark Palansky,Leslie Caveny,"Christina Ricci, James McAvoy, Reese Witherspoon","In this modern-day romantic tale, Penelope is about a young girl's inspiring journey, a mysterious family secret, and the power of love. With all odds against her, in order for Penelope to break the family curse, she must find true love with ""one of her own kind"". Penelope Wilhern, born to wealthy socialites, is afflicted by the Wilhern spell that can only be broken when she finds love. Hidden away in her family's estate, the lonely girl meets a string of suitors in her parents' futile attempt to break the curse. Each eligible bachelor is enamored with Penelope and her sizable dowry; until her curse is revealed. Lemon, a mischievous and eager tabloid reporter, wants a photograph of the mysterious Penelope and hires Max to pose as a prospective suitor to get the shot. The handsome down-on-his luck gambler finds himself falling for Penelope, but cannot bring himself to give her what she wants. Fed up by this latest betrayal and determined to live life on her own terms, Penelope breaks free from her family and ventures into the world alone. She finds adventure and Annie, her first friend, and goes on a journey to discover the world and who she wants to be.",English,"United Kingdom, United States, Germany",N/A,https://m.media-amazon.com/images/M/MV5BZWFjODJjMWEtZjEyNS00OTRkLTk0ZmMtMmEyMjZlYTdjYTA1XkEyXkFqcGc@._V1_SX300.jpg,6.7/10,48,6.7,"68,029",tt0472160,movie,N/A,"$10,011,996",N/A,N/A,True,2026-02-23T00:11:25.972795,extra_data/posters/tt0472160.jpg,53%,48/100
tt1240982,Your Highness,2011,R,08 Apr 2011,102 min,"Action, Adventure, Comedy",David Gordon Green,"Danny McBride, Ben Best","Danny McBride, Natalie Portman, James Franco","Throughout history, tales of chivalry have burnished the legends of brave, handsome knights who rescue fair damsels, slay dragons and conquer evil. But behind many a hero is a good-for-nothing younger brother trying just to stay out of the way of those dragons, evil and trouble in general. As two princes on a daring mission to save their land, they must rescue the heir apparent's fiancée before their kingdom is destroyed. Thadeous (McBride) has spent his life watching his perfect older brother Fabious (Franco) embark upon valiant journeys and win the hearts of his people. Tired of being passed over for adventure, adoration and the throne, he's settled for a life of wizard's weed, hard booze and easy maidens. But when Fabious' bride-to-be, Belladonna (Zooey Deschanel), gets kidnapped by the evil wizard Leezar (Justin Theroux), the king gives his deadbeat son an ultimatum: Man up and help rescue her or get cut off. Half-assedly embarking upon his first quest, Thadeous joins Fabious to trek across the perilous outlands and free the princess. Joined by Isabel (Natalie Portman)-an elusive warrior with a dangerous agenda of her own-the brothers must vanquish horrific creatures and traitorous knights before they can reach Belladonna. If Thadeous can find his inner hero, he can help his brother prevent the destruction of his land. Stay a slacker, and not only does he die a coward, he gets front row seats to the dawn of an all-new Dark Ages.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTY2MDgwODIyMV5BMl5BanBnXkFtZTcwODc1NDQ0NA@@._V1_SX300.jpg,5.5/10,31,5.5,"107,334",tt1240982,movie,N/A,"$21,596,445",N/A,N/A,True,2026-02-23T00:11:27.240460,extra_data/posters/tt1240982.jpg,28%,31/100
tt9365800,Slayers,2022,R,21 Oct 2022,88 min,"Comedy, Fantasy, Horror",K. Asher Levin,"Zack Imbrogno, K. Asher Levin","Thomas Jane, Kara Hayward, Jack Donnelly",A group of superstar influencers are drawn to a reclusive billionaire's mansion only to find themselves trapped in the lair of an evil vampire. The only way out is to be saved by a famous online gamer and an old school vampire hunter.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzAxMmM0OWMtZGM3Yy00MzBlLWJiYjItZGRjNzhmMzYyNTk1XkEyXkFqcGc@._V1_SX300.jpg,3.3/10,N/A,3.3,"2,447",tt9365800,movie,N/A,N/A,N/A,N/A,True,2026-02-23T00:11:28.529043,extra_data/posters/tt9365800.jpg,22%,
tt0061391,Bedazzled,1967,Approved,10 Dec 1967,103 min,"Comedy, Fantasy, Romance",Stanley Donen,"Peter Cook, Dudley Moore","Peter Cook, Dudley Moore, Eleanor Bron","Stanley Moon (Dudley Moore) is a short order cook, infatuated with Margaret (Eleanor Bron), the statuesque waitress who works at Wimpy Bar with him. Despondent, he prepares to end it all when he meets George Spiggott, a.k.a. the Devil (Peter Cook). Selling his soul for seven wishes, Stanley tries to make Margaret his own first as an intellectual, then as a rock star, then as a wealthy industrialist. As each fails, he becomes more aware of how empty his life had been and how much more he has to live for. He also meets the seven deadly sins who try and advise him.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZTUxOTA4YWEtOGFjMC00ZmRjLWE0NTUtMWU3MWE5ZTM3MmQ5XkEyXkFqcGc@._V1_SX300.jpg,6.8/10,77,6.8,"10,106",tt0061391,movie,N/A,N/A,N/A,N/A,True,2026-02-23T00:11:29.889585,extra_data/posters/tt0061391.jpg,74%,77/100
tt0110074,The Hudsucker Proxy,1994,PG,11 Mar 1994,111 min,"Comedy, Drama, Fantasy","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen, Sam Raimi","Tim Robbins, Paul Newman, Jennifer Jason Leigh","When Waring Hudsucker, head of hugely successful Hudsucker Industries, commits suicide, his board of directors, led by Sidney Mussberger, comes up with a brilliant plan to make a lot of money: appoint a moron to run the company. When the stock falls low enough, Sidney and friends can buy it up for pennies on the dollar, take over the company, and restore its fortunes. They choose idealistic Norville Barnes, who just started in the mail room. Norville is whacky enough to drive any company to ruin, but soon, tough reporter Amy Archer smells a rat and begins an undercover investigation of Hudsucker Industries.",English,"United Kingdom, Germany, United States",3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTc0YmNlMmQtNWQ4Yy00ZWZlLTgxYzItOWI2MGQyZGNmMWUzXkEyXkFqcGc@._V1_SX300.jpg,7.2/10,53,7.2,"89,975",tt0110074,movie,N/A,"$2,816,518",N/A,N/A,True,2026-02-23T00:11:31.143077,extra_data/posters/tt0110074.jpg,64%,53/100
tt3850590,Krampus,2015,PG-13,04 Dec 2015,98 min,"Comedy, Fantasy, Horror",Michael Dougherty,"Todd Casey, Michael Dougherty, Zach Shields","Adam Scott, Toni Collette, David Koechner","When his dysfunctional family clashes over the holidays, young Max (Emjay Anthony) gets disillusioned and turns his back on Christmas. Meanwhile, this lack of festive spirit unleashes the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers. All hell breaks loose as beloved holiday icons take on a monstrous life of their own, laying siege to the fractured family's home and forcing them to fight for one another if they hope to survive.","English, German","Canada, United States",5 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMjk0MjMzMTI3NV5BMl5BanBnXkFtZTgwODEyODkxNzE@._V1_SX300.jpg,6.2/10,49,6.2,"94,186",tt3850590,movie,N/A,"$42,725,475",N/A,N/A,True,2026-02-23T00:11:32.422950,extra_data/posters/tt3850590.jpg,67%,49/100
tt1152398,Beastly,2011,PG-13,04 Mar 2011,86 min,"Drama, Fantasy, Romance",Daniel Barnz,"Daniel Barnz, Alex Flinn","Alex Pettyfer, Vanessa Hudgens, Mary-Kate Olsen","At the Buckeston Academy High School, the wealthy, arrogant, narcissistic, and bigoted Kyle Kingson is a student who does not respect his classmates. When Kyle is elected representative of the students, he plays a prank on the outcast Kendra, who has a reputation as a witch: he invites her to a party and humiliates her in front of their classmates. However, Kendra curses him with a spell that makes Kyle as ugly as his soul. Further, she tells him that if he does not find anyone who loves him within a year, he will be doomed to that appearance forever. When Kyle's father, Rob Kingson, sees him, he takes Kyle to specialists but the doctors do not know what to do, so Rob hides Kyle in an apartment with a maid and a blind tutor. When Kyle sees his mate Lindy on the streets, he saves her from a dangerous drug dealer and he brings her to his apartment to protect her. Now his only hope is that Lindy will fall in love with him.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg,5.5/10,40,5.5,"81,344",tt1152398,movie,N/A,"$27,865,571",N/A,N/A,True,2026-02-23T00:11:33.610265,extra_data/posters/tt1152398.jpg,20%,40/100
tt0374536,Bewitched,2005,PG-13,24 Jun 2005,102 min,"Comedy, Fantasy, Romance",Nora Ephron,"Nora Ephron, Delia Ephron, Sol Saks","Nicole Kidman, Will Ferrell, Shirley MacLaine","Out in California's San Fernando Valley, Isabel is trying to reinvent herself. A naïve, good-natured witch, she is determined to disavow her supernatural powers and lead a normal life. At the same time, across town, Jack Wyatt, a tall, charming actor is trying to get his career back on track. He sets his sights on an updated version of the beloved situation comedy Bewitched (1964), re-conceived as a starring vehicle for him in the role of the mere-mortal Darrin. Fate steps in when Jack accidentally runs into Isabel. He is immediately attracted to her and her nose, which bears an uncanny resemblance to the nose of Elizabeth Montgomery, who played Samantha on Bewitched (1964). He becomes convinced she could play Samantha in his new series. Isabel is also taken with Jack, seeing him as the quintessential mortal man with whom she can settle down and lead the normal life she so desires. It turns out they're both right, but in ways neither of them ever imagined.","English, Spanish",United States,2 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BYjMyYmE4YzItOTk0OS00NjNkLWEwODgtMTEzNjRjYWZjMjE5XkEyXkFqcGc@._V1_SX300.jpg,4.8/10,34,4.8,"77,303",tt0374536,movie,N/A,"$63,313,159",N/A,N/A,True,2026-02-23T00:11:34.920359,extra_data/posters/tt0374536.jpg,23%,34/100
tt1646987,Wrath of the Titans,2012,PG-13,30 Mar 2012,99 min,"Action, Adventure, Fantasy",Jonathan Liebesman,"Dan Mazeau, David Leslie Johnson-McGoldrick, Greg Berlanti","Sam Worthington, Liam Neeson, Rosamund Pike","A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon. The triumvirate had overthrown their powerful father long ago, leaving him to rot in the gloomy abyss of Tartarus, a dungeon that lies deep within the cavernous underworld. Perseus cannot ignore his true calling when Hades, along with Zeus' godly son, Ares (Edgar Ramírez), switch loyalty and make a deal with Kronos to capture Zeus. The Titans' strength grows stronger as Zeus' remaining godly powers are siphoned, and hell is unleashed on earth. Enlisting the help of the warrior Queen Andromeda (Rosamund Pike), Poseidon's demigod son, Argenor (Toby Kebbell), and fallen god Hephaestus (Bill Nighy), Perseus bravely embarks on a treacherous quest into the underworld to rescue Zeus, overthrow the Titans and save mankind.",English,"United States, Spain",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,5.7/10,37,5.7,"201,440",tt1646987,movie,N/A,"$83,670,083",N/A,N/A,True,2026-02-23T00:11:36.164030,extra_data/posters/tt1646987.jpg,26%,37/100
tt0865556,The Forbidden Kingdom,2008,PG-13,18 Apr 2008,104 min,"Action, Adventure, Fantasy",Rob Minkoff,John Fusco,"Jackie Chan, Jet Li, Michael Angarano","An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself traveling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.","English, Mandarin","United States, China, Hong Kong",5 nominations total,https://m.media-amazon.com/images/M/MV5BMTUwNTExMTg3NF5BMl5BanBnXkFtZTcwNDYyMTM2MQ@@._V1_SX300.jpg,6.5/10,57,6.5,"112,714",tt0865556,movie,N/A,"$52,075,270",N/A,N/A,True,2026-02-23T00:11:37.349850,extra_data/posters/tt0865556.jpg,63%,57/100
tt0071502,Arabian Nights,1974,NC-17,20 Jun 1974,130 min,"Comedy, Drama, Fantasy",Pier Paolo Pasolini,Pier Paolo Pasolini,"Ninetto Davoli, Franco Citti, Franco Merli","Rich with exotic tales of slaves and kings, potions, betrayals, demons and, most of all, love and lovemaking in all its myriad forms. Mysterious and liberating, this is an exquisitely dreamlike and adult interpretation of the original folk tales.","Italian, Arabic","Italy, France",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMGZlNTY3Y2QtNDllNS00YmQyLTkzMDItN2M1MzZiNmE2NTNkXkEyXkFqcGc@._V1_SX300.jpg,6.6/10,N/A,6.6,"9,574",tt0071502,movie,N/A,N/A,N/A,N/A,True,2026-02-23T00:11:38.684478,extra_data/posters/tt0071502.jpg,83%,
tt0102395,Mannequin: On the Move,1991,PG,17 May 1991,95 min,"Comedy, Fantasy, Romance",Stewart Raffill,"Edward Rugoff, Michael Gottlieb, David Isaacs","Kristy Swanson, William Ragsdale, Meshach Taylor","The flamboyant Hollywood Montrose is promoted to head window dresser at Prince and Company department store. Hollywood hires his new assistant Jason Williamson, who in a past life was the prince of the Hauptmann-Koenig kingdom. Prince and Company plans to display a mannequin known as the Enchanted Peasant Girl in celebration of the kingdom. And Jason has a nagging feeling he has seen this mannequin somewhere before. Removing a necklace from the mannequin reveals that the Enchanted Peasant Girl is really Jessie, the love of his past life who was placed under a thousand year spell by an evil sorcerer. Their rekindled romance is not without its challenges when the evil sorcerer reappears in his descendant Count Gunther Spretzle, who has plans of his own for Jessie. But Jessie must receive a kiss from her one true love to break free from the curse before Count Spretzle finds her.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGU4NTNlNDgtNzRjZS00MDVjLWIxYzYtY2ZmMmQ5ZDI0M2M2XkEyXkFqcGc@._V1_SX300.jpg,4.4/10,31,4.4,"7,043",tt0102395,movie,N/A,"$3,752,428",N/A,N/A,True,2026-02-23T00:11:39.999736,extra_data/posters/tt0102395.jpg,12%,31/100
